Date,State,Disaster Type,Severity,Deaths,Injuries,Economic Loss (Crore ₹),Month_Total
2017-08-15,Uttarakhand,Flood,9,10,0,106.7,5
2017-08-15,West Bengal,Landslide,7,0,154,81.3,5
2017-09-15,Andhra Pradesh,Earthquake,7,16,88,69.7,6
2017-09-15,Arunachal Pradesh,Forest Fire,6,11,41,97.9,6
2017-09-15,Assam,Cyclone,5,11,81,122.3,6
2017-09-15,Bihar,Forest Fire,8,0,0,4.1,6
2017-09-15,Chhattisgarh,Cyclone,8,11,51,108.6,6
2017-09-15,Goa,Earthquake,5,20,99,73.4,6
2017-09-15,Gujarat,Landslide,8,20,134,88.6,6
2017-09-15,Haryana,Landslide,8,26,37,17.6,6
2017-09-15,Himachal Pradesh,Landslide,9,14,0,92.2,6
2017-09-15,Jharkhand,Forest Fire,3,19,62,209.8,6
2017-09-15,Karnataka,Drought,4,7,23,3.4,6
2017-09-15,Kerala,Cyclone,4,1,73,136.8,6
2017-09-15,Madhya Pradesh,Earthquake,4,20,15,307.2,6
2017-09-15,Maharashtra,Heatwave,6,18,95,68.2,6
2017-09-15,Manipur,Earthquake,8,16,41,32.1,6
2017-09-15,Meghalaya,Heatwave,6,20,65,52.1,6
2017-09-15,Mizoram,Landslide,4,24,51,206.0,6
2017-09-15,Nagaland,Landslide,7,0,57,79.9,6
2017-09-15,Odisha,Heatwave,8,8,62,62.4,6
2017-09-15,Punjab,Drought,5,15,25,51.8,6
2017-09-15,Rajasthan,Forest Fire,6,10,86,28.4,6
2017-09-15,Sikkim,Flood,3,15,30,58.3,6
2017-09-15,Tamil Nadu,Forest Fire,4,15,25,143.4,6
2017-09-15,Telangana,Drought,8,0,9,110.8,6
2017-09-15,Tripura,Heatwave,3,25,104,12.5,6
2017-09-15,Uttar Pradesh,Flood,3,0,68,199.2,6
2017-09-15,Uttarakhand,Heatwave,4,13,19,158.5,6
2017-09-15,West Bengal,Landslide,6,9,57,41.4,6
2017-10-15,Andhra Pradesh,Flood,4,0,32,129.7,4
2017-10-15,Arunachal Pradesh,Earthquake,9,8,60,124.3,4
2017-10-15,Assam,Heatwave,3,4,20,198.7,4
2017-10-15,Bihar,Forest Fire,3,14,47,71.8,4
2017-10-15,Chhattisgarh,Flood,9,0,63,128.5,4
2017-10-15,Goa,Forest Fire,8,6,32,63.9,4
2017-10-15,Gujarat,Drought,7,29,72,44.5,4
2017-10-15,Haryana,Flood,9,8,1,232.8,4
2017-10-15,Himachal Pradesh,Drought,5,0,25,76.3,4
2017-10-15,Jharkhand,Cyclone,3,3,63,149.9,4
2017-10-15,Karnataka,Heatwave,9,11,111,99.4,4
2017-10-15,Kerala,Flood,8,6,135,128.8,4
2017-10-15,Madhya Pradesh,Cyclone,6,8,18,96.2,4
2017-10-15,Maharashtra,Heatwave,4,2,49,194.9,4
2017-10-15,Manipur,Heatwave,6,18,29,67.6,4
2017-10-15,Meghalaya,Flood,8,11,63,18.1,4
2017-10-15,Mizoram,Cyclone,8,5,111,76.3,4
2017-10-15,Nagaland,Flood,3,6,15,97.6,4
2017-10-15,Odisha,Cyclone,8,0,7,237.0,4
2017-10-15,Punjab,Earthquake,7,4,20,296.3,4
2017-10-15,Rajasthan,Flood,5,10,7,114.6,4
2017-10-15,Sikkim,Forest Fire,5,15,20,99.7,4
2017-10-15,Tamil Nadu,Earthquake,8,12,110,53.8,4
2017-10-15,Telangana,Cyclone,3,17,96,84.9,4
2017-10-15,Tripura,Drought,9,7,83,109.8,4
2017-10-15,Uttar Pradesh,Drought,9,16,55,34.5,4
2017-10-15,Uttarakhand,Forest Fire,6,3,0,242.4,4
2017-10-15,West Bengal,Forest Fire,3,10,69,112.4,4
2017-11-15,Andhra Pradesh,Drought,3,5,0,166.7,5
2017-11-15,Arunachal Pradesh,Landslide,7,13,50,185.3,5
2017-11-15,Assam,Forest Fire,8,4,36,137.9,5
2017-11-15,Bihar,Cyclone,6,0,88,87.3,5
2017-11-15,Chhattisgarh,Heatwave,7,14,81,58.9,5
2017-11-15,Goa,Cyclone,4,10,29,214.5,5
2017-11-15,Gujarat,Drought,9,17,101,18.8,5
2017-11-15,Haryana,Forest Fire,8,16,40,113.6,5
2017-11-15,Himachal Pradesh,Flood,4,0,35,159.0,5
2017-11-15,Jharkhand,Earthquake,9,9,70,16.2,5
2017-11-15,Karnataka,Flood,7,24,0,110.7,5
2017-11-15,Kerala,Drought,7,17,84,128.4,5
2017-11-15,Madhya Pradesh,Drought,7,5,26,40.8,5
2017-11-15,Maharashtra,Earthquake,4,8,89,71.4,5
2017-11-15,Manipur,Forest Fire,3,6,34,112.5,5
2017-11-15,Meghalaya,Flood,9,4,0,252.5,5
2017-11-15,Mizoram,Cyclone,9,1,73,20.1,5
2017-11-15,Nagaland,Landslide,6,8,99,120.7,5
2017-11-15,Odisha,Earthquake,9,11,15,138.5,5
2017-11-15,Punjab,Forest Fire,5,10,64,106.8,5
2017-11-15,Rajasthan,Landslide,9,12,11,29.8,5
2017-11-15,Sikkim,Forest Fire,3,0,143,6.0,5
2017-11-15,Tamil Nadu,Forest Fire,4,3,92,208.4,5
2017-11-15,Telangana,Forest Fire,5,12,96,159.6,5
2017-11-15,Tripura,Earthquake,6,9,73,183.1,5
2017-11-15,Uttar Pradesh,Drought,8,7,12,178.6,5
2017-11-15,Uttarakhand,Heatwave,5,0,80,193.2,5
2017-11-15,West Bengal,Flood,6,16,13,115.2,5
2017-12-15,Andhra Pradesh,Earthquake,7,10,62,81.2,6
2017-12-15,Arunachal Pradesh,Cyclone,5,21,89,18.0,6
2017-12-15,Assam,Cyclone,7,13,54,175.0,6
2017-12-15,Bihar,Earthquake,7,12,48,29.1,6
2017-12-15,Chhattisgarh,Landslide,5,0,67,51.6,6
2017-12-15,Goa,Heatwave,8,15,19,135.6,6
2017-12-15,Gujarat,Earthquake,9,7,35,135.7,6
2017-12-15,Haryana,Cyclone,5,7,12,63.7,6
2017-12-15,Himachal Pradesh,Cyclone,5,27,59,236.5,6
2017-12-15,Jharkhand,Landslide,7,3,2,69.0,6
2017-12-15,Karnataka,Landslide,8,12,21,84.0,6
2017-12-15,Kerala,Forest Fire,7,4,77,210.5,6
2017-12-15,Madhya Pradesh,Cyclone,3,16,47,27.4,6
2017-12-15,Maharashtra,Forest Fire,4,10,58,77.5,6
2017-12-15,Manipur,Earthquake,5,0,33,31.4,6
2017-12-15,Meghalaya,Cyclone,9,5,16,161.4,6
2017-12-15,Mizoram,Landslide,8,6,32,122.5,6
2017-12-15,Nagaland,Cyclone,5,0,24,48.5,6
2017-12-15,Odisha,Heatwave,7,4,90,113.2,6
2017-12-15,Punjab,Forest Fire,3,23,28,166.4,6
2017-12-15,Rajasthan,Drought,8,18,77,203.2,6
2017-12-15,Sikkim,Flood,4,0,8,101.8,6
2017-12-15,Tamil Nadu,Earthquake,8,5,41,118.6,6
2017-12-15,Telangana,Drought,9,8,50,171.5,6
2017-12-15,Tripura,Cyclone,4,10,0,61.6,6
2017-12-15,Uttar Pradesh,Earthquake,6,10,115,2.3,6
2017-12-15,Uttarakhand,Heatwave,6,10,8,293.5,6
2017-12-15,West Bengal,Landslide,6,16,0,48.2,6
2018-01-15,Andhra Pradesh,Forest Fire,9,0,35,46.6,6
2018-01-15,Arunachal Pradesh,Earthquake,3,17,63,251.9,6
2018-01-15,Assam,Cyclone,4,6,60,24.9,6
2018-01-15,Bihar,Drought,8,7,25,67.3,6
2018-01-15,Chhattisgarh,Landslide,4,0,0,183.5,6
2018-01-15,Goa,Landslide,6,7,55,59.5,6
2018-01-15,Gujarat,Earthquake,8,13,81,113.7,6
2018-01-15,Haryana,Landslide,5,0,19,139.8,6
2018-01-15,Himachal Pradesh,Flood,3,11,19,95.1,6
2018-01-15,Jharkhand,Drought,4,24,4,238.0,6
2018-01-15,Karnataka,Flood,5,9,10,195.2,6
2018-01-15,Kerala,Cyclone,5,20,64,19.4,6
2018-01-15,Madhya Pradesh,Drought,8,21,83,74.5,6
2018-01-15,Maharashtra,Cyclone,4,8,4,129.3,6
2018-01-15,Manipur,Cyclone,3,12,30,87.9,6
2018-01-15,Meghalaya,Cyclone,5,17,115,63.9,6
2018-01-15,Mizoram,Cyclone,6,0,20,107.4,6
2018-01-15,Nagaland,Earthquake,5,5,49,135.3,6
2018-01-15,Odisha,Flood,3,12,59,114.2,6
2018-01-15,Punjab,Flood,5,1,63,85.7,6
2018-01-15,Rajasthan,Heatwave,6,15,0,113.4,6
2018-01-15,Sikkim,Flood,5,12,38,162.4,6
2018-01-15,Tamil Nadu,Drought,5,14,129,40.7,6
2018-01-15,Telangana,Forest Fire,5,14,0,89.0,6
2018-01-15,Tripura,Heatwave,8,10,91,18.0,6
2018-01-15,Uttar Pradesh,Landslide,3,2,31,85.7,6
2018-01-15,Uttarakhand,Heatwave,4,23,51,192.1,6
2018-01-15,West Bengal,Landslide,4,17,16,73.3,6
2018-02-15,Andhra Pradesh,Flood,7,0,83,113.7,4
2018-02-15,Arunachal Pradesh,Landslide,5,20,32,74.7,4
2018-02-15,Assam,Heatwave,4,13,101,38.2,4
2018-02-15,Bihar,Heatwave,5,7,38,21.8,4
2018-02-15,Chhattisgarh,Landslide,9,12,93,42.1,4
2018-02-15,Goa,Landslide,5,11,59,120.8,4
2018-02-15,Gujarat,Drought,3,3,104,94.7,4
2018-02-15,Haryana,Drought,4,0,86,71.8,4
2018-02-15,Himachal Pradesh,Forest Fire,6,23,86,191.9,4
2018-02-15,Jharkhand,Landslide,5,27,0,197.6,4
2018-02-15,Karnataka,Landslide,7,0,84,138.1,4
2018-02-15,Kerala,Forest Fire,6,9,0,35.0,4
2018-02-15,Madhya Pradesh,Drought,9,4,66,269.5,4
2018-02-15,Maharashtra,Heatwave,7,10,24,112.0,4
2018-02-15,Manipur,Heatwave,8,0,28,45.3,4
2018-02-15,Meghalaya,Cyclone,4,3,33,73.7,4
2018-02-15,Mizoram,Drought,8,12,38,154.9,4
2018-02-15,Nagaland,Cyclone,3,0,12,163.8,4
2018-02-15,Odisha,Landslide,8,4,90,110.9,4
2018-02-15,Punjab,Heatwave,9,16,62,128.3,4
2018-02-15,Rajasthan,Earthquake,5,15,69,15.2,4
2018-02-15,Sikkim,Earthquake,6,13,61,197.6,4
2018-02-15,Tamil Nadu,Landslide,9,5,105,190.0,4
2018-02-15,Telangana,Forest Fire,5,10,78,131.5,4
2018-02-15,Tripura,Earthquake,8,8,88,166.8,4
2018-02-15,Uttar Pradesh,Flood,6,1,13,48.9,4
2018-02-15,Uttarakhand,Heatwave,8,6,0,163.0,4
2018-02-15,West Bengal,Cyclone,4,4,36,55.5,4
2018-03-15,Andhra Pradesh,Drought,3,13,70,108.0,2
2018-03-15,Arunachal Pradesh,Flood,4,8,0,4.4,2
2018-03-15,Assam,Heatwave,8,8,4,38.8,2
2018-03-15,Bihar,Landslide,5,18,72,69.4,2
2018-03-15,Chhattisgarh,Forest Fire,6,21,43,28.7,2
2018-03-15,Goa,Cyclone,7,14,100,105.6,2
2018-03-15,Gujarat,Cyclone,9,11,97,32.1,2
2018-03-15,Haryana,Earthquake,4,12,16,149.2,2
2018-03-15,Himachal Pradesh,Flood,3,20,21,27.2,2
2018-03-15,Jharkhand,Earthquake,3,11,23,70.7,2
2018-03-15,Karnataka,Forest Fire,5,10,43,122.4,2
2018-03-15,Kerala,Earthquake,4,2,30,90.9,2
2018-03-15,Madhya Pradesh,Landslide,5,6,118,2.7,2
2018-03-15,Maharashtra,Drought,4,0,16,65.7,2
2018-03-15,Manipur,Earthquake,4,5,13,261.0,2
2018-03-15,Meghalaya,Drought,6,6,26,193.6,2
2018-03-15,Mizoram,Landslide,5,0,61,73.6,2
2018-03-15,Nagaland,Earthquake,7,2,84,151.0,2
2018-03-15,Odisha,Drought,9,0,46,168.5,2
2018-03-15,Punjab,Earthquake,5,18,58,11.4,2
2018-03-15,Rajasthan,Flood,7,7,114,69.6,2
2018-03-15,Sikkim,Forest Fire,4,24,24,27.0,2
2018-03-15,Tamil Nadu,Earthquake,6,17,97,138.3,2
2018-03-15,Telangana,Earthquake,3,0,77,79.7,2
2018-03-15,Tripura,Landslide,5,19,61,158.3,2
2018-03-15,Uttar Pradesh,Forest Fire,6,2,93,154.4,2
2018-03-15,Uttarakhand,Forest Fire,9,0,24,40.5,2
2018-03-15,West Bengal,Forest Fire,8,14,0,39.9,2
2018-04-15,Andhra Pradesh,Landslide,8,6,88,283.5,2
2018-04-15,Arunachal Pradesh,Flood,7,0,0,1.2,2
2018-04-15,Assam,Forest Fire,4,15,16,32.5,2
2018-04-15,Bihar,Heatwave,6,0,21,28.1,2
2018-04-15,Chhattisgarh,Cyclone,5,7,109,95.8,2
2018-04-15,Goa,Forest Fire,4,4,89,103.8,2
2018-04-15,Gujarat,Drought,3,17,56,174.8,2
2018-04-15,Haryana,Landslide,5,19,15,86.3,2
2018-04-15,Himachal Pradesh,Cyclone,3,17,45,95.7,2
2018-04-15,Jharkhand,Cyclone,3,6,59,81.5,2
2018-04-15,Karnataka,Drought,9,7,0,310.5,2
2018-04-15,Kerala,Earthquake,7,10,43,73.7,2
2018-04-15,Madhya Pradesh,Flood,4,17,9,159.1,2
2018-04-15,Maharashtra,Landslide,6,10,125,169.3,2
2018-04-15,Manipur,Forest Fire,4,14,106,39.4,2
2018-04-15,Meghalaya,Landslide,5,18,10,15.1,2
2018-04-15,Mizoram,Flood,5,21,39,161.4,2
2018-04-15,Nagaland,Heatwave,9,15,89,121.7,2
2018-04-15,Odisha,Drought,5,11,102,3.6,2
2018-04-15,Punjab,Cyclone,4,7,37,24.8,2
2018-04-15,Rajasthan,Forest Fire,5,13,70,8.6,2
2018-04-15,Sikkim,Landslide,9,0,30,142.1,2
2018-04-15,Tamil Nadu,Flood,5,15,70,23.9,2
2018-04-15,Telangana,Heatwave,8,1,53,201.9,2
2018-04-15,Tripura,Drought,6,13,22,25.9,2
2018-04-15,Uttar Pradesh,Earthquake,3,7,38,84.8,2
2018-04-15,Uttarakhand,Landslide,3,10,34,123.7,2
2018-04-15,West Bengal,Heatwave,7,16,48,21.9,2
2018-05-15,Andhra Pradesh,Cyclone,5,2,87,143.4,6
2018-05-15,Arunachal Pradesh,Heatwave,3,1,0,159.7,6
2018-05-15,Assam,Cyclone,8,4,82,121.4,6
2018-05-15,Bihar,Drought,5,13,9,247.2,6
2018-05-15,Chhattisgarh,Forest Fire,5,6,0,149.1,6
2018-05-15,Goa,Earthquake,9,9,23,48.7,6
2018-05-15,Gujarat,Heatwave,8,26,74,3.2,6
2018-05-15,Haryana,Landslide,6,4,0,56.9,6
2018-05-15,Himachal Pradesh,Flood,7,4,86,33.1,6
2018-05-15,Jharkhand,Drought,6,0,17,44.5,6
2018-05-15,Karnataka,Earthquake,4,0,52,208.5,6
2018-05-15,Kerala,Flood,4,11,77,33.0,6
2018-05-15,Madhya Pradesh,Flood,4,28,43,215.6,6
2018-05-15,Maharashtra,Forest Fire,7,11,88,281.7,6
2018-05-15,Manipur,Cyclone,9,5,83,32.0,6
2018-05-15,Meghalaya,Earthquake,6,10,12,44.7,6
2018-05-15,Mizoram,Heatwave,8,12,31,150.1,6
2018-05-15,Nagaland,Drought,9,0,40,29.2,6
2018-05-15,Odisha,Heatwave,7,0,45,140.6,6
2018-05-15,Punjab,Drought,8,12,73,149.9,6
2018-05-15,Rajasthan,Landslide,6,9,70,217.6,6
2018-05-15,Sikkim,Drought,4,19,0,132.7,6
2018-05-15,Tamil Nadu,Landslide,4,11,24,165.1,6
2018-05-15,Telangana,Landslide,4,11,21,66.2,6
2018-05-15,Tripura,Flood,4,12,39,245.6,6
2018-05-15,Uttar Pradesh,Earthquake,5,9,22,82.4,6
2018-05-15,Uttarakhand,Flood,5,11,17,131.6,6
2018-05-15,West Bengal,Earthquake,9,0,37,99.4,6
2018-06-15,Andhra Pradesh,Forest Fire,8,9,47,23.3,2
2018-06-15,Arunachal Pradesh,Drought,5,4,135,194.8,2
2018-06-15,Assam,Drought,8,3,94,13.4,2
2018-06-15,Bihar,Cyclone,5,10,106,111.7,2
2018-06-15,Chhattisgarh,Drought,3,6,69,196.0,2
2018-06-15,Goa,Flood,8,5,67,13.8,2
2018-06-15,Gujarat,Heatwave,5,28,61,129.9,2
2018-06-15,Haryana,Heatwave,8,9,92,62.7,2
2018-06-15,Himachal Pradesh,Earthquake,7,21,0,56.3,2
2018-06-15,Jharkhand,Landslide,6,5,68,83.1,2
2018-06-15,Karnataka,Cyclone,9,12,24,108.5,2
2018-06-15,Kerala,Drought,6,7,126,135.8,2
2018-06-15,Madhya Pradesh,Forest Fire,7,10,28,181.4,2
2018-06-15,Maharashtra,Landslide,6,8,0,169.3,2
2018-06-15,Manipur,Flood,3,22,61,92.2,2
2018-06-15,Meghalaya,Flood,7,0,0,280.1,2
2018-06-15,Mizoram,Earthquake,7,4,27,109.9,2
2018-06-15,Nagaland,Earthquake,8,2,0,221.0,2
2018-06-15,Odisha,Heatwave,7,9,0,53.0,2
2018-06-15,Punjab,Heatwave,8,14,93,5.9,2
2018-06-15,Rajasthan,Drought,5,0,148,172.2,2
2018-06-15,Sikkim,Forest Fire,8,11,102,55.0,2
2018-06-15,Tamil Nadu,Earthquake,8,8,80,24.2,2
2018-06-15,Telangana,Drought,6,24,117,205.3,2
2018-06-15,Tripura,Flood,7,8,49,246.0,2
2018-06-15,Uttar Pradesh,Flood,5,8,34,207.9,2
2018-06-15,Uttarakhand,Heatwave,9,11,67,80.4,2
2018-06-15,West Bengal,Heatwave,7,0,51,83.3,2
2018-07-15,Andhra Pradesh,Flood,4,8,73,50.3,6
2018-07-15,Arunachal Pradesh,Earthquake,7,8,78,89.2,6
2018-07-15,Assam,Landslide,7,9,73,11.9,6
2018-07-15,Bihar,Forest Fire,3,15,54,20.1,6
2018-07-15,Chhattisgarh,Cyclone,9,16,59,105.0,6
2018-07-15,Goa,Earthquake,9,25,101,123.5,6
2018-07-15,Gujarat,Earthquake,7,6,0,136.4,6
2018-07-15,Haryana,Landslide,5,18,57,116.2,6
2018-07-15,Himachal Pradesh,Drought,8,10,30,159.8,6
2018-07-15,Jharkhand,Cyclone,3,17,69,73.0,6
2018-07-15,Karnataka,Forest Fire,9,17,33,66.4,6
2018-07-15,Kerala,Earthquake,7,0,30,139.3,6
2018-07-15,Madhya Pradesh,Drought,5,7,65,14.1,6
2018-07-15,Maharashtra,Forest Fire,9,7,36,50.6,6
2018-07-15,Manipur,Forest Fire,3,0,63,246.3,6
2018-07-15,Meghalaya,Flood,5,19,38,78.7,6
2018-07-15,Mizoram,Flood,9,8,47,273.1,6
2018-07-15,Nagaland,Drought,7,8,89,95.6,6
2018-07-15,Odisha,Landslide,5,13,60,142.0,6
2018-07-15,Punjab,Drought,3,21,62,95.0,6
2018-07-15,Rajasthan,Forest Fire,4,7,54,165.3,6
2018-07-15,Sikkim,Flood,5,18,11,152.0,6
2018-07-15,Tamil Nadu,Drought,7,13,25,44.7,6
2018-07-15,Telangana,Earthquake,7,21,41,67.8,6
2018-07-15,Tripura,Heatwave,6,0,68,218.9,6
2018-07-15,Uttar Pradesh,Drought,3,16,122,106.9,6
2018-07-15,Uttarakhand,Landslide,5,10,28,148.2,6
2018-07-15,West Bengal,Drought,6,16,36,47.2,6
2018-08-15,Andhra Pradesh,Flood,5,11,64,136.9,5
2018-08-15,Arunachal Pradesh,Earthquake,6,3,0,82.7,5
2018-08-15,Assam,Heatwave,3,5,8,130.3,5
2018-08-15,Bihar,Earthquake,3,20,33,325.7,5
2018-08-15,Chhattisgarh,Forest Fire,8,10,45,150.2,5
2018-08-15,Goa,Heatwave,5,7,0,74.6,5
2018-08-15,Gujarat,Flood,5,3,139,195.8,5
2018-08-15,Haryana,Landslide,6,15,35,299.8,5
2018-08-15,Himachal Pradesh,Cyclone,3,27,133,179.3,5
2018-08-15,Jharkhand,Earthquake,7,14,120,68.1,5
2018-08-15,Karnataka,Earthquake,3,4,56,129.7,5
2018-08-15,Kerala,Flood,3,12,55,21.0,5
2018-08-15,Madhya Pradesh,Flood,7,22,96,11.5,5
2018-08-15,Maharashtra,Drought,8,32,68,114.8,5
2018-08-15,Manipur,Earthquake,4,28,81,251.3,5
2018-08-15,Meghalaya,Landslide,5,15,15,105.8,5
2018-08-15,Mizoram,Earthquake,9,0,80,109.2,5
2018-08-15,Nagaland,Earthquake,6,0,133,151.5,5
2018-08-15,Odisha,Heatwave,5,19,0,92.1,5
2018-08-15,Punjab,Earthquake,5,0,119,174.5,5
2018-08-15,Rajasthan,Forest Fire,9,10,76,132.7,5
2018-08-15,Sikkim,Heatwave,3,0,91,125.9,5
2018-08-15,Tamil Nadu,Forest Fire,8,13,29,84.9,5
2018-08-15,Telangana,Cyclone,4,0,38,62.8,5
2018-08-15,Tripura,Forest Fire,9,8,13,112.5,5
2018-08-15,Uttar Pradesh,Heatwave,8,17,128,204.1,5
2018-08-15,Uttarakhand,Heatwave,6,21,61,73.1,5
2018-08-15,West Bengal,Forest Fire,7,6,0,69.9,5
2018-09-15,Andhra Pradesh,Earthquake,7,14,107,166.4,4
2018-09-15,Arunachal Pradesh,Heatwave,6,14,0,32.2,4
2018-09-15,Assam,Cyclone,3,1,51,225.0,4
2018-09-15,Bihar,Landslide,5,14,50,351.7,4
2018-09-15,Chhattisgarh,Flood,8,2,37,104.2,4
2018-09-15,Goa,Landslide,4,8,28,10.0,4
2018-09-15,Gujarat,Flood,6,0,92,41.6,4
2018-09-15,Haryana,Cyclone,4,8,3,183.5,4
2018-09-15,Himachal Pradesh,Cyclone,9,0,58,38.2,4
2018-09-15,Jharkhand,Drought,3,9,42,205.2,4
2018-09-15,Karnataka,Cyclone,8,13,53,228.3,4
2018-09-15,Kerala,Heatwave,6,8,55,122.1,4
2018-09-15,Madhya Pradesh,Forest Fire,5,20,50,77.8,4
2018-09-15,Maharashtra,Heatwave,8,8,68,129.3,4
2018-09-15,Manipur,Forest Fire,6,14,0,26.0,4
2018-09-15,Meghalaya,Landslide,3,16,63,34.8,4
2018-09-15,Mizoram,Heatwave,6,19,96,108.7,4
2018-09-15,Nagaland,Forest Fire,4,23,4,272.4,4
2018-09-15,Odisha,Drought,9,9,0,51.8,4
2018-09-15,Punjab,Cyclone,4,6,29,169.1,4
2018-09-15,Rajasthan,Cyclone,7,15,53,101.6,4
2018-09-15,Sikkim,Drought,6,0,80,239.1,4
2018-09-15,Tamil Nadu,Flood,9,11,9,132.7,4
2018-09-15,Telangana,Earthquake,4,16,88,157.0,4
2018-09-15,Tripura,Drought,9,0,43,87.0,4
2018-09-15,Uttar Pradesh,Flood,9,30,3,86.5,4
2018-09-15,Uttarakhand,Drought,4,7,107,189.9,4
2018-09-15,West Bengal,Drought,4,2,57,135.8,4
2018-10-15,Andhra Pradesh,Cyclone,9,5,63,64.8,2
2018-10-15,Arunachal Pradesh,Heatwave,7,5,0,133.7,2
2018-10-15,Assam,Flood,5,3,55,3.0,2
2018-10-15,Bihar,Heatwave,5,6,81,73.6,2
2018-10-15,Chhattisgarh,Forest Fire,5,0,82,270.8,2
2018-10-15,Goa,Flood,4,7,127,218.7,2
2018-10-15,Gujarat,Flood,4,6,70,82.4,2
2018-10-15,Haryana,Flood,8,11,13,60.8,2
2018-10-15,Himachal Pradesh,Landslide,8,1,39,47.1,2
2018-10-15,Jharkhand,Flood,6,13,0,114.8,2
2018-10-15,Karnataka,Flood,5,21,0,216.0,2
2018-10-15,Kerala,Flood,4,17,24,73.0,2
2018-10-15,Madhya Pradesh,Earthquake,4,1,22,112.4,2
2018-10-15,Maharashtra,Drought,7,26,0,1.3,2
2018-10-15,Manipur,Drought,6,18,0,24.6,2
2018-10-15,Meghalaya,Forest Fire,9,3,60,107.2,2
2018-10-15,Mizoram,Cyclone,4,10,65,82.3,2
2018-10-15,Nagaland,Landslide,7,21,103,101.0,2
2018-10-15,Odisha,Flood,4,7,124,64.7,2
2018-10-15,Punjab,Cyclone,7,5,78,120.6,2
2018-10-15,Rajasthan,Landslide,4,0,71,85.1,2
2018-10-15,Sikkim,Earthquake,7,14,30,136.7,2
2018-10-15,Tamil Nadu,Heatwave,8,12,67,152.4,2
2018-10-15,Telangana,Earthquake,5,14,49,115.9,2
2018-10-15,Tripura,Flood,4,9,52,28.7,2
2018-10-15,Uttar Pradesh,Earthquake,7,0,53,171.0,2
2018-10-15,Uttarakhand,Landslide,5,3,80,7.3,2
2018-10-15,West Bengal,Forest Fire,3,11,61,90.0,2
2018-11-15,Andhra Pradesh,Cyclone,5,6,90,269.5,8
2018-11-15,Arunachal Pradesh,Drought,5,16,64,206.6,8
2018-11-15,Assam,Drought,4,7,25,195.6,8
2018-11-15,Bihar,Earthquake,3,8,53,139.8,8
2018-11-15,Chhattisgarh,Heatwave,9,1,19,101.7,8
2018-11-15,Goa,Earthquake,4,11,0,174.9,8
2018-11-15,Gujarat,Earthquake,7,0,83,46.2,8
2018-11-15,Haryana,Landslide,4,8,104,229.2,8
2018-11-15,Himachal Pradesh,Heatwave,8,11,94,3.5,8
2018-11-15,Jharkhand,Earthquake,4,10,52,77.5,8
2018-11-15,Karnataka,Drought,8,14,0,194.9,8
2018-11-15,Kerala,Earthquake,5,4,44,172.0,8
2018-11-15,Madhya Pradesh,Cyclone,6,25,90,35.7,8
2018-11-15,Maharashtra,Forest Fire,9,22,17,102.8,8
2018-11-15,Manipur,Forest Fire,3,0,51,103.2,8
2018-11-15,Meghalaya,Flood,4,3,56,70.3,8
2018-11-15,Mizoram,Earthquake,4,17,66,127.1,8
2018-11-15,Nagaland,Heatwave,3,13,84,99.3,8
2018-11-15,Odisha,Cyclone,9,6,98,151.5,8
2018-11-15,Punjab,Forest Fire,3,23,61,9.0,8
2018-11-15,Rajasthan,Cyclone,6,2,44,43.2,8
2018-11-15,Sikkim,Earthquake,4,4,35,162.9,8
2018-11-15,Tamil Nadu,Cyclone,9,24,68,27.7,8
2018-11-15,Telangana,Forest Fire,4,0,9,68.1,8
2018-11-15,Tripura,Earthquake,4,6,0,139.2,8
2018-11-15,Uttar Pradesh,Forest Fire,9,5,11,37.4,8
2018-11-15,Uttarakhand,Flood,9,10,5,48.0,8
2018-11-15,West Bengal,Earthquake,4,9,123,19.4,8
2018-12-15,Andhra Pradesh,Forest Fire,3,1,1,65.6,6
2018-12-15,Arunachal Pradesh,Landslide,9,0,20,52.4,6
2018-12-15,Assam,Landslide,5,6,11,4.9,6
2018-12-15,Bihar,Flood,4,1,49,15.7,6
2018-12-15,Chhattisgarh,Flood,5,2,53,169.6,6
2018-12-15,Goa,Flood,6,6,117,99.7,6
2018-12-15,Gujarat,Heatwave,6,5,41,290.2,6
2018-12-15,Haryana,Drought,5,21,0,110.1,6
2018-12-15,Himachal Pradesh,Forest Fire,5,10,40,175.2,6
2018-12-15,Jharkhand,Forest Fire,3,21,35,74.3,6
2018-12-15,Karnataka,Heatwave,5,5,9,14.5,6
2018-12-15,Kerala,Cyclone,6,9,73,20.3,6
2018-12-15,Madhya Pradesh,Drought,8,8,71,192.6,6
2018-12-15,Maharashtra,Heatwave,9,5,36,10.0,6
2018-12-15,Manipur,Heatwave,7,17,56,77.7,6
2018-12-15,Meghalaya,Earthquake,6,8,39,119.5,6
2018-12-15,Mizoram,Flood,9,20,49,234.4,6
2018-12-15,Nagaland,Heatwave,8,25,90,35.6,6
2018-12-15,Odisha,Earthquake,5,3,111,65.5,6
2018-12-15,Punjab,Landslide,3,7,80,63.3,6
2018-12-15,Rajasthan,Heatwave,9,17,112,56.2,6
2018-12-15,Sikkim,Drought,9,13,72,60.4,6
2018-12-15,Tamil Nadu,Earthquake,3,11,129,96.5,6
2018-12-15,Telangana,Forest Fire,6,9,114,58.0,6
2018-12-15,Tripura,Drought,6,10,76,84.1,6
